File_Name,PSNR_dB,SSIM,LPIPS
001413.png,21.2686,0.8198,0.3433
001414.png,21.5563,0.8271,0.3406
001415.png,21.3608,0.8219,0.343
001416.png,31.2128,0.7986,0.495
001417.png,26.2532,0.7832,0.4089
001418.png,26.3505,0.7892,0.4012
001419.png,26.7465,0.8086,0.3697
001420.png,25.7935,0.8018,0.4053
001421.png,29.2102,0.8466,0.4112
001422.png,30.3962,0.851,0.4005
001423.png,30.4208,0.8465,0.4196
001424.png,22.2184,0.6859,0.4699
001425.png,26.2222,0.7186,0.4957
001426.png,26.134,0.7413,0.4917
001427.png,26.9596,0.7391,0.5288
001428.png,28.6129,0.9223,0.1818
001429.png,26.5266,0.8961,0.3774
001430.png,27.3769,0.9103,0.3541
001431.png,26.62,0.8927,0.3784
001432.png,34.3719,0.9122,0.3813
001433.png,35.0795,0.936,0.3411
001434.png,35.9333,0.9441,0.3264
001435.png,36.0888,0.9447,0.335
001436.png,29.5872,0.7436,0.447
001437.png,30.2047,0.8119,0.3878
001438.png,29.9386,0.8056,0.3969
001439.png,30.2376,0.8191,0.3689
001440.png,28.2096,0.8973,0.3521
001441.png,28.0811,0.8648,0.3703
001442.png,27.7379,0.852,0.3703
001443.png,26.8326,0.8343,0.3815
001444.png,25.0852,0.8931,0.3132
001445.png,31.1498,0.889,0.2038
001446.png,31.0778,0.8902,0.1919
001447.png,30.8367,0.8915,0.1771
001448.png,25.1388,0.651,0.5061
001449.png,34.3033,0.8438,0.4963
001450.png,32.2059,0.8126,0.4619
001451.png,33.5126,0.8355,0.4967
001452.png,21.9546,0.6794,0.4317
001453.png,30.8843,0.8499,0.3931
001454.png,32.6528,0.8913,0.3762
001455.png,33.2213,0.8833,0.3959
001456.png,25.3117,0.8593,0.3015
001457.png,23.8155,0.845,0.3098
001458.png,24.124,0.8593,0.3175
001459.png,23.5526,0.8306,0.3263
001460.png,24.4856,0.7522,0.42
001461.png,25.4467,0.8509,0.3889
001462.png,24.5759,0.8235,0.3521
001463.png,25.281,0.8429,0.3622
001464.png,23.8922,0.797,0.343
001465.png,35.3306,0.9351,0.303
001466.png,35.8431,0.9324,0.3083
001467.png,35.1943,0.9272,0.3124
001468.png,32.5812,0.9242,0.369
001469.png,26.6526,0.8846,0.3431
001470.png,24.5864,0.8603,0.3544
001471.png,26.3142,0.8927,0.3152
001472.png,31.9828,0.8501,0.4255
001473.png,29.6595,0.6077,0.6331
001474.png,31.7575,0.71,0.5907
001475.png,29.7785,0.6149,0.6169
001476.png,24.3692,0.8419,0.334
001477.png,28.9708,0.8729,0.2907
001478.png,29.3122,0.8841,0.2837
001479.png,30.3305,0.896,0.2808
001480.png,24.5755,0.6864,0.4357
001481.png,27.7222,0.8129,0.3791
001482.png,29.1181,0.8332,0.3442
001483.png,27.3764,0.7982,0.3932
001484.png,31.5769,0.9077,0.3015
001485.png,31.1082,0.8472,0.4301
001486.png,32.9496,0.8881,0.372
001487.png,32.4229,0.8903,0.3575
001488.png,25.0046,0.7741,0.4063
001489.png,21.43,0.8582,0.3313
001490.png,21.5641,0.8458,0.3551
001491.png,22.2622,0.87,0.3126
001492.png,27.0165,0.929,0.2111
001493.png,33.8383,0.8809,0.3564
001494.png,33.7446,0.8613,0.4049
001495.png,32.7141,0.8317,0.4076
001496.png,30.7362,0.8801,0.4396
001497.png,31.1259,0.884,0.373
001498.png,31.7917,0.9035,0.3539
001499.png,32.4129,0.9144,0.3283
001500.png,28.5717,0.6873,0.5422
001501.png,29.4867,0.799,0.4346
001502.png,29.8551,0.8001,0.446
001503.png,29.5098,0.7998,0.4452
001504.png,24.9435,0.671,0.5409
001505.png,26.5086,0.7556,0.5093
001506.png,26.6748,0.7415,0.5032
001507.png,28.3208,0.7865,0.4462
001508.png,22.5555,0.7471,0.4329
001509.png,19.1193,0.6887,0.5052
001510.png,19.2727,0.6916,0.496
001511.png,19.0444,0.6836,0.5066
001512.png,30.1609,0.8169,0.495
001513.png,25.2256,0.7901,0.3078
001514.png,26.0768,0.8093,0.3042
001515.png,26.0068,0.807,0.3115
001516.png,23.4275,0.8564,0.332
001517.png,32.7702,0.9045,0.4065
001518.png,33.0269,0.931,0.389
001519.png,33.4204,0.9376,0.3805
001520.png,27.8028,0.8423,0.3952
001521.png,29.7618,0.8831,0.4014
001522.png,30.6707,0.901,0.383
001523.png,30.5466,0.8978,0.3984
001524.png,28.905,0.9122,0.238
001525.png,39.6399,0.9477,0.3701
001526.png,37.5693,0.9258,0.4122
001527.png,35.3915,0.8984,0.448
001528.png,24.3603,0.7579,0.2742
001529.png,30.5782,0.7179,0.5382
001530.png,29.8465,0.697,0.5509
001531.png,30.5671,0.7071,0.5703
001532.png,33.7533,0.8136,0.5153
001533.png,25.9893,0.8376,0.3785
001534.png,27.1798,0.8594,0.4063
001535.png,26.7979,0.8639,0.3766
001536.png,23.6658,0.8305,0.3247
001537.png,32.1158,0.8912,0.3284
001538.png,32.5174,0.9077,0.3152
001539.png,33.0911,0.9149,0.3138
001540.png,31.5184,0.9266,0.3492
001541.png,25.7844,0.7193,0.4737
001542.png,26.9894,0.7627,0.4362
001543.png,27.0146,0.7663,0.4114
001544.png,24.5338,0.8364,0.3239
001545.png,31.6413,0.8893,0.3577
001546.png,31.0189,0.8771,0.3662
001547.png,32.4311,0.8844,0.366
001548.png,27.6244,0.7977,0.5655
001549.png,26.9441,0.8579,0.3972
001550.png,29.7897,0.8859,0.3991
001551.png,28.9326,0.8392,0.4334
001552.png,21.9733,0.8583,0.3264
001553.png,25.8778,0.7705,0.4086
001554.png,25.6451,0.7573,0.4179
001555.png,25.8965,0.7759,0.4077
001556.png,28.5878,0.846,0.4257
001557.png,18.9207,0.6171,0.4695
001558.png,18.0951,0.6164,0.4607
001559.png,18.828,0.6407,0.4476
001560.png,27.7952,0.8919,0.285
001561.png,24.8181,0.887,0.2951
001562.png,25.2162,0.8823,0.3137
001563.png,25.6221,0.8937,0.3
001564.png,33.5706,0.9329,0.2567
001565.png,29.1729,0.8923,0.2643
001566.png,29.0845,0.8877,0.2707
001567.png,28.6429,0.8693,0.2889
001568.png,30.3663,0.7495,0.4893
001569.png,28.2764,0.638,0.5279
001570.png,28.3684,0.6421,0.5186
001571.png,28.1699,0.6471,0.5234
001572.png,20.2132,0.6997,0.4404
001573.png,20.5057,0.7683,0.3648
001574.png,20.7298,0.7755,0.3603
001575.png,20.4768,0.7659,0.3406
001576.png,26.2521,0.8192,0.3899
001577.png,36.3964,0.9084,0.3115
001578.png,36.0809,0.9095,0.3223
001579.png,35.4951,0.8933,0.3196
001580.png,35.9634,0.9276,0.3593
001581.png,35.1368,0.9275,0.3397
001582.png,35.6855,0.9371,0.3389
001583.png,33.4595,0.9131,0.3466
001584.png,20.7432,0.6992,0.4328
001585.png,23.1648,0.7935,0.3781
001586.png,23.1256,0.8073,0.3719
001587.png,23.3104,0.8141,0.3685
001588.png,30.2174,0.7008,0.5834
001589.png,22.882,0.8118,0.3815
001590.png,22.0376,0.8249,0.3575
001591.png,22.3228,0.826,0.3464
001592.png,25.7149,0.6899,0.4891
001593.png,25.6669,0.5106,0.5748
001594.png,28.6266,0.653,0.5521
001595.png,28.9062,0.6555,0.5675
001596.png,28.5593,0.5488,0.678
001597.png,27.7132,0.8105,0.4322
001598.png,27.1657,0.7898,0.4136
001599.png,27.9554,0.8247,0.4213
001600.png,29.9918,0.7158,0.4426
001601.png,26.1357,0.8334,0.3243
001602.png,23.7309,0.8385,0.3652
001603.png,25.8556,0.8292,0.3287
001604.png,30.5125,0.837,0.3535
001605.png,19.399,0.9,0.1176
001606.png,20.3246,0.9153,0.0999
001607.png,19.6214,0.9024,0.1166
001608.png,27.2511,0.8756,0.2788
001609.png,27.4037,0.8571,0.3558
001610.png,27.0246,0.8766,0.3366
001611.png,26.081,0.8476,0.3783
001612.png,32.7932,0.79,0.5456
001613.png,27.6293,0.8775,0.2743
001614.png,28.847,0.9007,0.2517
001615.png,29.1119,0.904,0.2469
001616.png,27.5854,0.782,0.4515
001617.png,32.0682,0.8629,0.4038
001618.png,29.2967,0.7627,0.4734
001619.png,30.8065,0.838,0.4077
001620.png,30.2792,0.9022,0.2914
001621.png,30.4086,0.831,0.4461
001622.png,30.8942,0.8601,0.42
001623.png,31.7177,0.8741,0.4442
001624.png,23.3017,0.8119,0.3139
001625.png,24.2923,0.8074,0.3656
001626.png,24.9064,0.8114,0.3569
001627.png,24.7442,0.8082,0.3618
001628.png,29.5797,0.8147,0.395
001629.png,28.1756,0.9211,0.2622
001630.png,28.1296,0.9155,0.2939
001631.png,28.1896,0.9184,0.2724
001632.png,23.5018,0.837,0.3437
001633.png,29.1505,0.7063,0.5524
001634.png,29.5397,0.7185,0.5455
001635.png,34.2203,0.9015,0.4262
001636.png,21.4528,0.846,0.312
001637.png,23.9028,0.8333,0.2636
001638.png,22.5435,0.83,0.2632
001639.png,22.9413,0.8309,0.2684
001640.png,27.8998,0.7649,0.4791
001641.png,32.2961,0.8115,0.4008
001642.png,29.9135,0.7885,0.4036
001643.png,33.6978,0.8442,0.3737
001644.png,28.1785,0.8202,0.366
001645.png,31.1505,0.9386,0.2364
001646.png,31.127,0.9388,0.226
001647.png,29.9183,0.9374,0.2174
001648.png,22.9856,0.7572,0.3834
001649.png,30.4767,0.8574,0.3785
001650.png,30.8369,0.8628,0.3668
001651.png,31.6017,0.8791,0.3509
001652.png,33.6995,0.879,0.3838
001653.png,27.391,0.6381,0.5243
001654.png,27.9943,0.6806,0.5089
001655.png,27.7411,0.6791,0.5103
001656.png,29.2172,0.9074,0.3625
001657.png,27.4969,0.8462,0.2921
001658.png,25.7338,0.7767,0.354
001659.png,27.6554,0.8588,0.2888
001660.png,30.5406,0.8605,0.4249
001661.png,30.6283,0.9375,0.2741
001662.png,28.8124,0.8974,0.3369
001663.png,29.0617,0.9112,0.336
001664.png,22.7036,0.7816,0.3955
001665.png,23.4061,0.6749,0.4471
001666.png,24.0676,0.6564,0.4698
001667.png,24.1287,0.7084,0.4399
001668.png,21.6075,0.791,0.3294
001669.png,21.2532,0.3221,0.6352
001670.png,21.4317,0.3065,0.6425
001671.png,22.774,0.3413,0.6685
001672.png,28.5442,0.872,0.2844
001673.png,33.3818,0.9268,0.2741
001674.png,32.5424,0.9191,0.2792
001675.png,32.1378,0.9153,0.2862
001676.png,23.7219,0.8634,0.2295
001677.png,29.3372,0.824,0.376
001678.png,28.4019,0.8238,0.3765
001679.png,25.0996,0.801,0.3426
001680.png,28.8479,0.8347,0.4069
001681.png,28.0933,0.9249,0.3035
001682.png,29.3128,0.9495,0.248
001683.png,27.4086,0.9434,0.2414
001684.png,26.7222,0.8206,0.3199
001685.png,31.6679,0.9088,0.387
001686.png,33.5879,0.9371,0.333
001687.png,33.8676,0.9447,0.3099
001688.png,24.8367,0.6966,0.4427
001689.png,28.6387,0.7125,0.5739
001690.png,28.6308,0.7189,0.5883
001691.png,28.7142,0.7226,0.5933
001692.png,29.5081,0.9287,0.2695
001693.png,27.1113,0.9036,0.2861
001694.png,27.3389,0.9102,0.2841
001695.png,26.7344,0.9072,0.2895
001696.png,28.3295,0.9228,0.3673
001697.png,31.4522,0.7443,0.4959
001698.png,29.2003,0.6449,0.5737
001699.png,25.8204,0.5442,0.595
001700.png,30.5065,0.9187,0.3141
001701.png,29.9167,0.9044,0.3146
001702.png,30.8387,0.9104,0.3656
001703.png,29.0069,0.9027,0.3684
001704.png,27.7068,0.8773,0.339
001705.png,33.1654,0.8966,0.4114
001706.png,35.7631,0.9314,0.3271
001707.png,34.751,0.9123,0.3347
001708.png,24.6566,0.6927,0.4772
001709.png,28.0551,0.8355,0.53
001710.png,29.2994,0.8553,0.544
001711.png,28.3091,0.8132,0.5141
001712.png,26.9805,0.8649,0.3196
001713.png,28.5025,0.8934,0.3407
001714.png,27.8451,0.8759,0.3387
001715.png,28.4631,0.89,0.3361
001716.png,27.1957,0.8543,0.3473
001717.png,30.1611,0.7813,0.49
001718.png,30.557,0.7775,0.4812
001719.png,28.7608,0.7032,0.4942
001720.png,34.4592,0.8967,0.47
001721.png,27.9474,0.8721,0.3566
001722.png,26.4343,0.8575,0.3912
001723.png,26.9503,0.8534,0.3655
001724.png,27.8033,0.8191,0.448
001725.png,24.6083,0.791,0.3952
001726.png,23.9052,0.7714,0.3943
001727.png,23.3834,0.7842,0.4073
001728.png,24.5551,0.8365,0.2735
001729.png,19.4724,0.7096,0.4437
001730.png,19.1156,0.7051,0.4309
001731.png,19.0775,0.7052,0.4134
001732.png,34.8149,0.891,0.387
001733.png,33.4785,0.8403,0.3909
001734.png,34.3197,0.8526,0.3897
001735.png,35.2311,0.8672,0.3882
001736.png,30.1728,0.9142,0.2843
001737.png,28.6566,0.9088,0.3095
001738.png,29.3037,0.9235,0.298
001739.png,28.8136,0.9155,0.3033
001740.png,30.1793,0.8057,0.4542
001741.png,30.0451,0.8563,0.2236
001742.png,28.9016,0.8356,0.2517
001743.png,30.2031,0.8673,0.1933
001744.png,20.767,0.6623,0.4639
001745.png,20.7976,0.7308,0.4901
001746.png,20.7432,0.7198,0.5014
001747.png,20.2751,0.6926,0.4922
001748.png,22.734,0.7292,0.4213
001749.png,25.8327,0.7261,0.4883
001750.png,26.3863,0.724,0.4921
001751.png,26.4689,0.7236,0.4983
001752.png,33.6845,0.8677,0.5314
001753.png,24.0201,0.8427,0.3913
001754.png,23.2776,0.8309,0.3518
001755.png,23.4941,0.8399,0.3544
001756.png,30.0386,0.876,0.2186
001757.png,33.5733,0.8915,0.3391
001758.png,33.3111,0.89,0.3446
001759.png,33.3274,0.8829,0.3604
001760.png,31.1406,0.8144,0.4149
001761.png,25.0826,0.7703,0.3613
001762.png,22.651,0.751,0.3869
001763.png,25.8175,0.7703,0.3713
001764.png,26.0247,0.4838,0.6686
001765.png,28.0864,0.5004,0.6792
001766.png,28.0591,0.501,0.6929
001767.png,28.7727,0.527,0.6821
001768.png,31.9345,0.8438,0.4543
001769.png,26.3859,0.7653,0.4911
001770.png,27.7516,0.8098,0.4591
001771.png,28.3754,0.7608,0.4627
001772.png,21.4436,0.7823,0.39
001773.png,27.0818,0.7157,0.418
001774.png,27.1087,0.7153,0.4123
001775.png,26.5416,0.7026,0.4602
001776.png,19.7057,0.7584,0.4013
001777.png,22.7581,0.8045,0.3888
001778.png,22.9001,0.8374,0.3785
001779.png,22.4517,0.8319,0.3681
001780.png,28.6808,0.7646,0.5093
001781.png,25.2723,0.3911,0.7394
001782.png,25.8267,0.417,0.7354
001783.png,25.6583,0.3999,0.7314
001784.png,27.2029,0.8825,0.3338
001785.png,25.0275,0.8582,0.3123
001786.png,25.1497,0.8577,0.329
001787.png,25.186,0.8564,0.3325
001788.png,28.9076,0.9206,0.227
001789.png,23.5078,0.7428,0.4149
001790.png,24.2178,0.7849,0.4182
001791.png,24.3939,0.7796,0.4169
001792.png,23.1789,0.5889,0.5451
001793.png,22.7852,0.6503,0.4805
001794.png,22.6063,0.6585,0.4691
001795.png,22.417,0.6812,0.4814
001796.png,31.5247,0.8783,0.282
001797.png,27.9127,0.8519,0.3382
001798.png,25.7781,0.8212,0.327
001799.png,27.7382,0.8547,0.3467
001800.png,31.9821,0.8922,0.2607
001801.png,36.1667,0.9025,0.4727
001802.png,35.7361,0.8993,0.4622
001803.png,35.221,0.8807,0.4875
001804.png,32.1252,0.8749,0.3801
001805.png,26.2206,0.8422,0.3776
001806.png,25.3952,0.8238,0.3939
001807.png,26.42,0.8535,0.368
001808.png,28.1429,0.8885,0.2655
001809.png,36.7165,0.8179,0.235
001810.png,35.8217,0.8157,0.2102
001811.png,37.4857,0.8124,0.2344
001812.png,26.182,0.8335,0.3325
001813.png,24.0171,0.8924,0.3071
001814.png,24.33,0.9002,0.2763
001815.png,24.5742,0.8674,0.3393
001816.png,28.0698,0.8899,0.2791
001817.png,32.1145,0.8046,0.3799
001818.png,31.933,0.8301,0.3561
001819.png,31.6946,0.8136,0.4022
001820.png,21.9429,0.7642,0.3956
001821.png,22.2921,0.7665,0.3571
001822.png,21.5528,0.745,0.3641
001823.png,22.2912,0.7397,0.3948
001824.png,27.865,0.7909,0.304
001825.png,38.2482,0.8069,0.3164
001826.png,39.9047,0.8269,0.2909
001827.png,42.946,0.8407,0.3098
001828.png,27.9663,0.6341,0.5902
001829.png,26.4892,0.8735,0.2924
001830.png,26.2634,0.8731,0.3041
001831.png,25.8606,0.8716,0.3142
001832.png,21.2389,0.7299,0.4165
001833.png,25.6305,0.8814,0.3026
001834.png,25.1671,0.8756,0.3031
001835.png,24.6252,0.8694,0.3172
001836.png,22.9648,0.7848,0.3643
001837.png,25.8119,0.796,0.3829
001838.png,25.4825,0.7787,0.365
001839.png,25.1719,0.8354,0.3389
001840.png,25.3271,0.8521,0.3948
001841.png,28.899,0.8381,0.3214
001842.png,29.4429,0.8384,0.3216
001843.png,29.8533,0.8278,0.3154
001844.png,26.9085,0.7436,0.4514
001845.png,31.4358,0.8046,0.4221
001846.png,31.9228,0.8194,0.4205
001847.png,31.6043,0.815,0.4371
001848.png,19.3561,0.8037,0.2805
001849.png,30.3528,0.7484,0.4778
001850.png,30.1219,0.7424,0.4647
001851.png,30.5607,0.7837,0.4405
001852.png,29.1031,0.7142,0.5396
001853.png,29.8571,0.7959,0.4166
001854.png,30.6745,0.8356,0.3641
001855.png,30.215,0.8229,0.3822
001856.png,35.3575,0.9097,0.4208
001857.png,34.3384,0.9199,0.3312
001858.png,34.2669,0.9141,0.3901
001859.png,34.2977,0.8924,0.3892
001860.png,33.0286,0.7928,0.511
001861.png,29.9255,0.6702,0.5776
001862.png,30.7084,0.6933,0.5531
001863.png,30.2532,0.6798,0.5741
001864.png,21.8143,0.6653,0.4547
001865.png,32.7035,0.8498,0.4406
001866.png,32.5743,0.8492,0.4492
001867.png,32.9996,0.8575,0.457
001868.png,27.6482,0.8606,0.3327
001869.png,28.4953,0.8223,0.408
001870.png,29.2672,0.8549,0.3744
001871.png,29.8569,0.8663,0.3635
001872.png,19.4738,0.7162,0.4113
001873.png,22.0758,0.7899,0.3389
001874.png,22.2727,0.7987,0.3288
001875.png,22.0707,0.7977,0.3295
001876.png,26.996,0.8243,0.4203
001877.png,33.7847,0.8607,0.4773
001878.png,33.1101,0.8741,0.4608
001879.png,33.7092,0.8591,0.4733
001880.png,26.0032,0.792,0.374
001881.png,26.041,0.8432,0.376
001882.png,25.6244,0.8301,0.3874
001883.png,26.0826,0.8429,0.3835
001884.png,34.1928,0.9158,0.4854
001885.png,32.1146,0.9145,0.4132
001886.png,31.0715,0.934,0.3913
001887.png,30.6242,0.9173,0.3928
001888.png,23.8192,0.8512,0.3022
001889.png,33.7248,0.9041,0.3631
001890.png,32.9849,0.8887,0.3891
001891.png,33.0165,0.8949,0.3799
001892.png,25.826,0.8015,0.4611
001893.png,24.0739,0.7665,0.3882
001894.png,24.8056,0.7961,0.3713
001895.png,25.7383,0.8351,0.35
001896.png,30.3148,0.9278,0.3113
001897.png,27.0354,0.4669,0.7166
001898.png,27.0626,0.4763,0.7027
001899.png,26.5139,0.4597,0.6995
001900.png,31.8285,0.9305,0.2212
001901.png,33.8293,0.9527,0.2063
001902.png,33.8449,0.9537,0.2183
001903.png,33.4423,0.942,0.2434
001904.png,28.5814,0.85,0.3468
001905.png,28.5594,0.8531,0.3615
001906.png,29.1777,0.8217,0.4055
001907.png,29.1292,0.8231,0.4044
001908.png,18.6079,0.61,0.432
001909.png,31.2006,0.9037,0.2886
001910.png,29.6118,0.8954,0.2905
001911.png,31.158,0.8983,0.3027
001912.png,20.9699,0.8481,0.3873
001913.png,24.377,0.7718,0.3854
001914.png,24.1736,0.7711,0.3939
001915.png,24.6971,0.7593,0.3894
001916.png,21.3556,0.6669,0.4824
001917.png,25.7039,0.8188,0.3448
001918.png,26.7697,0.8253,0.3519
001919.png,25.8311,0.8344,0.3507
001920.png,30.8208,0.9464,0.2038
001921.png,23.8355,0.705,0.4113
001922.png,23.4866,0.6829,0.4295
001923.png,24.0519,0.6963,0.4268
001924.png,26.5582,0.8507,0.3884
001925.png,23.2669,0.2741,0.7203
001926.png,24.0547,0.2824,0.7058
001927.png,23.8033,0.2898,0.721
001928.png,21.82,0.7385,0.407
001929.png,24.0467,0.7642,0.4082
001930.png,24.0734,0.7675,0.4144
001931.png,24.2463,0.7728,0.4196
001932.png,28.6116,0.8262,0.4556
001933.png,27.4399,0.4931,0.693
001934.png,28.0326,0.4978,0.7301
001935.png,29.3418,0.5521,0.7143
001936.png,28.0289,0.7636,0.4326
001937.png,25.3542,0.3839,0.7447
001938.png,25.9599,0.4128,0.6991
001939.png,26.5367,0.4266,0.7272
001940.png,25.072,0.8443,0.3982
001941.png,23.011,0.7642,0.3959
001942.png,24.0293,0.7962,0.3602
001943.png,23.747,0.7899,0.3671
001944.png,26.6709,0.8005,0.4171
001945.png,25.2541,0.8102,0.4047
001946.png,25.8363,0.8381,0.3846
001947.png,24.8394,0.822,0.3897
001948.png,24.2734,0.7275,0.4227
001949.png,27.8031,0.8864,0.2752
001950.png,27.6788,0.8829,0.2723
001951.png,27.6267,0.8857,0.2739
001952.png,21.4391,0.7376,0.4379
001953.png,35.8598,0.922,0.2493
001954.png,35.755,0.9254,0.2407
001955.png,33.0906,0.9227,0.2414
001956.png,21.3423,0.7001,0.4049
001957.png,29.7142,0.6459,0.6377
001958.png,30.4859,0.6723,0.5957
001959.png,30.4554,0.6673,0.6183
001960.png,30.7547,0.8215,0.418
001961.png,31.7578,0.9074,0.2658
001962.png,30.9428,0.9129,0.2228
001963.png,32.0626,0.8987,0.2593
001964.png,23.2237,0.7234,0.4399
001965.png,26.468,0.8329,0.3962
001966.png,27.3198,0.8384,0.402
001967.png,27.0748,0.8388,0.4002
001968.png,34.4878,0.8875,0.4491
001969.png,29.1783,0.6305,0.6007
001970.png,28.7707,0.6078,0.5831
001971.png,29.3192,0.6417,0.5903
001972.png,20.183,0.8336,0.2748
001973.png,22.4292,0.8737,0.2846
001974.png,22.8726,0.8674,0.3123
001975.png,23.783,0.8776,0.303
001976.png,18.2523,0.7629,0.2652
001977.png,21.6072,0.2531,0.8123
001978.png,21.8089,0.2677,0.763
001979.png,21.018,0.2904,0.6943
001980.png,28.7988,0.8481,0.2497
001981.png,24.6545,0.8721,0.3294
001982.png,25.8356,0.9035,0.284
001983.png,24.9118,0.872,0.3154
001984.png,31.4645,0.8525,0.3949
001985.png,31.0355,0.7845,0.4693
001986.png,32.053,0.8202,0.456
001987.png,30.9606,0.7738,0.4799
001988.png,32.4919,0.9412,0.3741
001989.png,34.4179,0.8965,0.4542
001990.png,32.3926,0.8467,0.497
001991.png,34.0035,0.8926,0.4677
001992.png,34.7932,0.9401,0.4255
001993.png,23.7504,0.7516,0.4147
001994.png,24.1022,0.7694,0.4008
001995.png,23.6888,0.7597,0.4086
001996.png,26.4962,0.9205,0.2827
001997.png,30.0048,0.7891,0.4939
001998.png,30.3594,0.8328,0.4252
001999.png,30.0483,0.8088,0.4578
002000.png,22.2519,0.7782,0.4166
002001.png,28.4144,0.5705,0.6102
002002.png,28.9905,0.5892,0.6112
002003.png,29.2316,0.5994,0.613
002004.png,31.311,0.7035,0.5672
002005.png,25.4467,0.8536,0.235
002006.png,24.3101,0.8323,0.2483
002007.png,25.5688,0.8572,0.2333
002008.png,25.3195,0.7234,0.4658
002009.png,28.7417,0.7357,0.5201
002010.png,30.6553,0.76,0.5169
002011.png,30.7193,0.7228,0.543
002012.png,26.8491,0.8701,0.3001
002013.png,31.0141,0.9217,0.2346
002014.png,31.2076,0.9287,0.2214
002015.png,31.6242,0.9373,0.1973
002016.png,30.5181,0.8292,0.4417
002017.png,23.8771,0.8003,0.3396
002018.png,23.3155,0.7838,0.3533
002019.png,23.4383,0.7735,0.3476
002020.png,29.062,0.923,0.2942
002021.png,25.9041,0.7564,0.4261
002022.png,25.9126,0.7332,0.4661
002023.png,26.2801,0.7831,0.439
002024.png,20.0045,0.7427,0.3505
002025.png,26.994,0.7296,0.5425
002026.png,26.9198,0.7387,0.4998
002027.png,26.5517,0.7508,0.4971
002028.png,20.954,0.6678,0.4122
002029.png,28.2762,0.7542,0.4977
002030.png,28.3929,0.7734,0.4689
002031.png,29.4819,0.7801,0.4854
002032.png,23.1152,0.7219,0.3974
002033.png,27.046,0.8048,0.3339
002034.png,26.6349,0.7973,0.3245
002035.png,27.0021,0.8049,0.3255
002036.png,35.3538,0.8959,0.4851
002037.png,28.0675,0.5137,0.679
002038.png,25.0951,0.4201,0.6351
002039.png,27.2319,0.4903,0.6586
002040.png,19.8513,0.6468,0.43
002041.png,17.3316,0.5881,0.5031
002042.png,17.7704,0.5811,0.4924
002043.png,17.3876,0.5873,0.51
002044.png,24.1884,0.8052,0.4284
002045.png,23.3423,0.8107,0.3845
002046.png,23.1532,0.798,0.4084
002047.png,23.4886,0.7338,0.5152
002048.png,27.8758,0.8713,0.2874
002049.png,33.0904,0.8971,0.3152
002050.png,34.1492,0.9134,0.2995
002051.png,33.1759,0.9002,0.3248
002052.png,25.4298,0.8699,0.2812
002053.png,25.1146,0.8417,0.3517
002054.png,25.0939,0.8577,0.3599
002055.png,25.2837,0.8614,0.3515
002056.png,30.2275,0.8961,0.1764
002057.png,28.5265,0.9078,0.2139
002058.png,28.4464,0.8944,0.2346
002059.png,29.2095,0.9149,0.1988
002060.png,23.6829,0.8945,0.2985
002061.png,28.6136,0.7565,0.497
002062.png,27.6436,0.7394,0.4843
002063.png,28.3484,0.7515,0.507
002064.png,27.1033,0.5004,0.6608
002065.png,23.1636,0.7925,0.4334
002066.png,22.9323,0.774,0.4373
002067.png,23.2612,0.8033,0.4194
002068.png,24.8657,0.7661,0.4051
002069.png,36.2058,0.9186,0.2985
002070.png,37.0197,0.9255,0.2902
002071.png,35.8894,0.9079,0.3002
002072.png,20.8196,0.7518,0.3598
002073.png,19.238,0.7784,0.3552
002074.png,19.4584,0.7869,0.3918
002075.png,18.9768,0.7863,0.3809
002076.png,27.0036,0.7486,0.4681
002077.png,25.9052,0.9205,0.212
002078.png,25.8225,0.9221,0.2153
002079.png,25.1466,0.9077,0.2447
002080.png,22.4976,0.7862,0.3573
002081.png,29.791,0.5957,0.6691
002082.png,28.8194,0.5543,0.6851
002083.png,30.224,0.6077,0.6794
002084.png,30.4547,0.8575,0.3719
002085.png,26.436,0.651,0.4701
002086.png,26.7701,0.6813,0.4752
002087.png,26.7913,0.6844,0.4677
002088.png,24.8338,0.7918,0.3997
002089.png,34.3915,0.8612,0.4771
002090.png,31.8392,0.7977,0.528
002091.png,35.3575,0.8715,0.4607
002092.png,23.115,0.832,0.3286
002093.png,30.916,0.9301,0.2656
002094.png,29.9078,0.9163,0.2781
002095.png,30.1152,0.9138,0.3013
002096.png,26.7476,0.846,0.3302
002097.png,29.9118,0.7088,0.546
002098.png,30.558,0.7233,0.5374
002099.png,29.5738,0.679,0.5606
002100.png,29.2254,0.5803,0.6575
002101.png,29.1758,0.877,0.3272
002102.png,29.4055,0.8876,0.3245
002103.png,28.585,0.8661,0.3377
002104.png,32.062,0.9043,0.3898
002105.png,32.3223,0.7903,0.5635
002106.png,30.3826,0.6581,0.6348
002107.png,29.3397,0.6223,0.6245
002108.png,27.0771,0.4686,0.6731
002109.png,26.3863,0.8679,0.3358
002110.png,26.0298,0.8585,0.3358
002111.png,26.6402,0.8746,0.3167
002112.png,28.0109,0.9127,0.2222
002113.png,27.8164,0.8306,0.3588
002114.png,29.0693,0.8683,0.3222
002115.png,28.4722,0.8582,0.3425
002116.png,31.4676,0.8933,0.3956
002117.png,20.8306,0.6683,0.4281
002118.png,20.3966,0.6612,0.4439
002119.png,20.1544,0.6752,0.4456
002120.png,26.9869,0.8853,0.2676
002121.png,27.6184,0.7893,0.4054
