File_Name,PSNR_dB,SSIM,LPIPS
000705.png,20.4703,0.3066,0.6795
000706.png,20.5607,0.2982,0.6968
000707.png,21.0883,0.3269,0.6473
000708.png,25.4658,0.9055,0.2355
000709.png,37.1302,0.8774,0.207
000710.png,37.2428,0.8513,0.1915
000711.png,36.7706,0.8485,0.2114
000712.png,28.4644,0.8677,0.306
000713.png,32.6764,0.9136,0.3099
000714.png,32.2365,0.9131,0.3138
000715.png,32.4196,0.912,0.304
000716.png,21.542,0.7685,0.3999
000717.png,20.6427,0.8221,0.3542
000718.png,20.4023,0.8165,0.3398
000719.png,20.4476,0.8181,0.3479
000720.png,23.4155,0.8326,0.3188
000721.png,27.8064,0.9425,0.2075
000722.png,27.4047,0.937,0.1899
000723.png,26.5244,0.9219,0.2126
000724.png,24.0957,0.7245,0.4151
000725.png,22.9276,0.7601,0.3763
000726.png,22.74,0.7567,0.3873
000727.png,22.9665,0.7521,0.3786
000728.png,28.8096,0.8408,0.3393
000729.png,28.0784,0.7679,0.4236
000730.png,31.0548,0.8437,0.3561
000731.png,29.1036,0.8068,0.3789
000732.png,21.9401,0.7476,0.4463
000733.png,25.2227,0.5454,0.5749
000734.png,24.6511,0.5233,0.5671
000735.png,24.431,0.5021,0.5889
000736.png,27.7909,0.8644,0.3279
000737.png,34.2173,0.9175,0.3239
000738.png,33.5717,0.8983,0.3835
000739.png,32.5207,0.8787,0.3892
000740.png,30.7166,0.8149,0.4478
000741.png,27.7582,0.7732,0.4478
000742.png,26.6293,0.6891,0.4893
000743.png,27.0253,0.7398,0.4581
000744.png,24.5429,0.8305,0.3006
000745.png,33.2228,0.758,0.6535
000746.png,31.331,0.6867,0.6531
000747.png,33.1645,0.752,0.6586
000748.png,24.5746,0.6742,0.5069
000749.png,25.3355,0.8071,0.4382
000750.png,25.1145,0.7969,0.4231
000751.png,25.4147,0.8092,0.4418
000752.png,29.4485,0.7054,0.6061
000753.png,24.4074,0.3423,0.7096
000754.png,24.0251,0.3283,0.6972
000755.png,24.0041,0.3265,0.7103
000756.png,31.2221,0.8436,0.3977
000757.png,33.1502,0.8771,0.3569
000758.png,33.4955,0.8795,0.367
000759.png,31.9051,0.8823,0.3518
000760.png,24.1067,0.3781,0.7213
000761.png,23.5993,0.3835,0.6998
000762.png,23.2166,0.399,0.6718
000763.png,23.2818,0.3911,0.6785
000764.png,20.3763,0.8144,0.3591
000765.png,28.7958,0.8392,0.3837
000766.png,28.1294,0.8362,0.3761
000767.png,28.5232,0.8377,0.3902
000768.png,22.6042,0.8395,0.3307
000769.png,31.4427,0.817,0.4514
000770.png,32.0071,0.8239,0.4678
000771.png,29.7555,0.7942,0.476
000772.png,28.7762,0.815,0.3922
000773.png,31.9263,0.8695,0.3396
000774.png,31.4573,0.8575,0.3594
000775.png,31.186,0.8527,0.3527
000776.png,22.6995,0.8288,0.4183
000777.png,22.9252,0.5351,0.4823
000778.png,22.4417,0.5276,0.4795
000779.png,21.8907,0.5082,0.4527
000780.png,21.01,0.7637,0.3206
000781.png,30.3351,0.8209,0.4651
000782.png,30.7326,0.8301,0.4646
000783.png,30.6825,0.8297,0.4525
000784.png,27.4969,0.8464,0.2959
000785.png,34.4955,0.9164,0.3646
000786.png,34.4229,0.9198,0.3534
000787.png,33.61,0.8995,0.3749
000788.png,31.4269,0.7889,0.4446
000789.png,35.7745,0.9008,0.3401
000790.png,36.6742,0.9196,0.2964
000791.png,35.9409,0.9018,0.3246
000792.png,29.4982,0.8052,0.5022
000793.png,26.6161,0.7807,0.437
000794.png,26.5765,0.7677,0.4464
000795.png,27.6715,0.7891,0.4207
000796.png,32.8521,0.9264,0.3731
000797.png,31.4995,0.7954,0.3537
000798.png,31.0654,0.7939,0.3558
000799.png,29.5422,0.7911,0.3602
000800.png,24.0787,0.3842,0.6795
000801.png,31.1699,0.6963,0.5825
000802.png,29.9145,0.6441,0.6235
000803.png,30.8991,0.6933,0.5933
000804.png,20.8248,0.7231,0.4328
000805.png,38.0646,0.9335,0.3734
000806.png,35.3183,0.9197,0.375
000807.png,34.4635,0.9083,0.3697
000808.png,33.0764,0.9159,0.2513
000809.png,31.7239,0.9238,0.4088
000810.png,32.5363,0.9039,0.4334
000811.png,29.0696,0.9131,0.382
000812.png,27.9111,0.8437,0.2709
000813.png,23.5837,0.7617,0.3619
000814.png,23.5378,0.763,0.3646
000815.png,23.3483,0.7687,0.3922
000816.png,29.6831,0.7632,0.4377
000817.png,21.7337,0.6648,0.45
000818.png,21.7145,0.6356,0.4745
000819.png,20.9731,0.6223,0.4729
000820.png,21.431,0.7541,0.3298
000821.png,37.9005,0.7869,0.2656
000822.png,36.2009,0.8214,0.2777
000823.png,37.2164,0.7978,0.2745
000824.png,31.27,0.8613,0.4484
000825.png,30.7162,0.9346,0.2919
000826.png,31.5342,0.9418,0.3122
000827.png,31.2939,0.9319,0.2618
000828.png,31.6287,0.825,0.4747
000829.png,32.3018,0.7799,0.6068
000830.png,32.6685,0.7899,0.6012
000831.png,32.7971,0.794,0.6112
000832.png,26.0686,0.8555,0.5097
000833.png,25.0704,0.8396,0.3479
000834.png,23.7261,0.8605,0.3093
000835.png,24.4211,0.8649,0.3066
000836.png,26.8494,0.8516,0.2929
000837.png,26.5089,0.8413,0.3296
000838.png,29.1107,0.8858,0.2934
000839.png,28.0915,0.8664,0.3133
000840.png,27.3606,0.8743,0.3053
000841.png,32.6947,0.9395,0.3385
000842.png,32.7928,0.94,0.3347
000843.png,31.9938,0.9304,0.3438
000844.png,26.1038,0.7287,0.4036
000845.png,32.9792,0.8876,0.328
000846.png,35.3255,0.8944,0.343
000847.png,34.2604,0.8952,0.3413
000848.png,26.7614,0.7176,0.423
000849.png,30.6376,0.8638,0.4487
000850.png,30.6851,0.8589,0.4507
000851.png,31.2221,0.8696,0.4358
000852.png,23.6221,0.7751,0.3601
000853.png,21.9214,0.6922,0.5026
000854.png,22.2717,0.6988,0.5083
000855.png,21.7127,0.6709,0.5171
000856.png,23.313,0.7983,0.3517
000857.png,31.3882,0.7996,0.4664
000858.png,29.7837,0.7581,0.4809
000859.png,31.2666,0.8049,0.4473
000860.png,29.8002,0.911,0.2474
000861.png,25.5997,0.7662,0.474
000862.png,26.7623,0.8048,0.4585
000863.png,25.8741,0.775,0.4458
000864.png,19.6062,0.7816,0.3995
000865.png,22.9792,0.3938,0.6819
000866.png,23.314,0.3848,0.7191
000867.png,23.0434,0.3773,0.7238
000868.png,26.4644,0.8486,0.3163
000869.png,23.7758,0.3808,0.703
000870.png,24.3927,0.3797,0.7308
000871.png,23.231,0.366,0.7039
000872.png,31.1119,0.8774,0.3057
000873.png,26.5518,0.7802,0.4295
000874.png,25.8541,0.7577,0.4284
000875.png,26.6487,0.7791,0.4327
000876.png,28.5844,0.8302,0.4066
000877.png,35.7343,0.8774,0.4351
000878.png,37.4765,0.9121,0.4488
000879.png,36.9979,0.9021,0.4354
000880.png,28.6473,0.5991,0.6386
000881.png,32.0528,0.8888,0.3619
000882.png,33.0864,0.9098,0.3393
000883.png,32.8697,0.9067,0.3348
000884.png,35.2055,0.8382,0.4366
000885.png,29.1813,0.9071,0.328
000886.png,30.2147,0.9037,0.311
000887.png,30.1598,0.9146,0.3072
000888.png,26.9225,0.7141,0.4559
000889.png,34.6204,0.8941,0.3925
000890.png,35.8583,0.9103,0.4037
000891.png,36.2323,0.9156,0.3865
000892.png,24.7557,0.8015,0.3655
000893.png,29.2152,0.81,0.5468
000894.png,27.5804,0.7823,0.4948
000895.png,26.9897,0.7596,0.5017
000896.png,26.0625,0.8569,0.3116
000897.png,30.5087,0.8928,0.3575
000898.png,31.0038,0.8879,0.3883
000899.png,31.327,0.8894,0.4067
000900.png,18.1399,0.4182,0.6097
000901.png,27.2985,0.7393,0.2816
000902.png,26.9005,0.751,0.3101
000903.png,27.9702,0.7345,0.3014
000904.png,24.6849,0.8725,0.2924
000905.png,23.6101,0.3014,0.7652
000906.png,32.8337,0.7475,0.5989
000907.png,26.2046,0.3674,0.768
000908.png,27.738,0.8746,0.3423
000909.png,34.2161,0.8995,0.4379
000910.png,36.0815,0.9191,0.4088
000911.png,36.2737,0.9232,0.4275
000912.png,29.8094,0.7992,0.4412
000913.png,22.8678,0.8221,0.348
000914.png,23.2799,0.8282,0.357
000915.png,23.6309,0.8391,0.3577
000916.png,21.3014,0.7934,0.3304
000917.png,28.4712,0.7611,0.4617
000918.png,28.626,0.7659,0.4285
000919.png,27.786,0.7343,0.477
000920.png,27.1811,0.8627,0.3405
000921.png,26.0263,0.8181,0.4042
000922.png,25.893,0.8251,0.4078
000923.png,25.7318,0.8085,0.3919
000924.png,36.4459,0.9263,0.3126
000925.png,30.6573,0.7071,0.5671
000926.png,30.3281,0.7062,0.5479
000927.png,30.8177,0.7133,0.5585
000928.png,31.8594,0.8657,0.4478
000929.png,26.1817,0.7151,0.4384
000930.png,27.0389,0.8203,0.3308
000931.png,27.4639,0.8263,0.3319
000932.png,25.474,0.954,0.1106
000933.png,30.5742,0.7913,0.4537
000934.png,32.932,0.8698,0.4396
000935.png,30.6703,0.785,0.4526
000936.png,25.3278,0.7812,0.3638
000937.png,29.5516,0.7698,0.5181
000938.png,32.581,0.8131,0.5067
000939.png,30.168,0.7975,0.5112
000940.png,21.0986,0.6134,0.5805
000941.png,35.4557,0.8971,0.4043
000942.png,35.1182,0.8855,0.412
000943.png,34.8064,0.878,0.4049
000944.png,35.0145,0.9022,0.373
000945.png,33.2947,0.8983,0.2358
000946.png,34.5785,0.8971,0.1921
000947.png,33.9534,0.9036,0.25
000948.png,27.2542,0.8311,0.3692
000949.png,34.3366,0.8949,0.3302
000950.png,34.4909,0.902,0.3177
000951.png,34.405,0.8963,0.3318
000952.png,25.4723,0.526,0.5902
000953.png,31.4211,0.7099,0.6178
000954.png,30.612,0.6862,0.614
000955.png,30.92,0.6908,0.6243
000956.png,23.5487,0.8111,0.3557
000957.png,10.7753,0.3415,0.5987
000958.png,10.6422,0.3291,0.5976
000959.png,10.7515,0.3351,0.6055
000960.png,37.8175,0.9362,0.4932
000961.png,32.8698,0.7831,0.5233
000962.png,30.522,0.721,0.5249
000963.png,32.6911,0.7769,0.5238
000964.png,27.4423,0.8653,0.3274
000965.png,29.8892,0.9206,0.2972
000966.png,30.8469,0.9358,0.2881
000967.png,29.4409,0.9129,0.298
000968.png,24.2985,0.809,0.3751
000969.png,24.3037,0.7265,0.4608
000970.png,24.3127,0.7262,0.4654
000971.png,23.9941,0.737,0.4408
000972.png,32.2585,0.9264,0.2882
000973.png,32.474,0.8931,0.2979
000974.png,31.3667,0.8849,0.2967
000975.png,30.398,0.8543,0.3239
000976.png,33.9232,0.8471,0.5349
000977.png,33.9364,0.9544,0.3392
000978.png,34.1183,0.9628,0.3272
000979.png,34.1518,0.9576,0.3601
000980.png,22.2044,0.7029,0.3011
000981.png,24.2451,0.7616,0.4418
000982.png,24.1252,0.7455,0.4798
000983.png,25.5151,0.7502,0.4964
000984.png,10.7119,0.3326,0.5916
000985.png,27.6984,0.8227,0.4435
000986.png,27.6116,0.8224,0.437
000987.png,28.1762,0.8322,0.3672
000988.png,29.1158,0.8357,0.43
000989.png,30.3948,0.8271,0.4715
000990.png,31.3748,0.8735,0.4341
000991.png,32.0865,0.8603,0.4845
000992.png,35.9452,0.8878,0.4288
000993.png,31.2556,0.7023,0.6
000994.png,31.6615,0.7016,0.6136
000995.png,32.0807,0.7135,0.6046
000996.png,27.7519,0.863,0.3178
000997.png,29.5664,0.8914,0.3138
000998.png,30.1057,0.9037,0.3028
000999.png,30.4929,0.9143,0.2948
001000.png,21.3958,0.6531,0.4096
001001.png,26.9656,0.6096,0.5652
001002.png,27.2194,0.5844,0.6581
001003.png,26.9341,0.5981,0.5759
001004.png,25.431,0.8805,0.3083
001005.png,33.2912,0.8906,0.4024
001006.png,33.6354,0.8987,0.3952
001007.png,33.6471,0.9051,0.3861
001008.png,25.6418,0.6802,0.4891
001009.png,29.1304,0.8689,0.3466
001010.png,29.624,0.8835,0.3641
001011.png,31.0716,0.9166,0.2887
001012.png,27.0545,0.8573,0.3176
001013.png,30.0923,0.9366,0.3897
001014.png,29.4304,0.9216,0.3995
001015.png,29.4797,0.8912,0.393
001016.png,27.1715,0.8474,0.3194
001017.png,29.7282,0.8808,0.3292
001018.png,29.732,0.8453,0.4027
001019.png,29.7559,0.8697,0.3641
001020.png,24.7481,0.8116,0.3992
001021.png,25.1247,0.7694,0.3749
001022.png,25.6094,0.7769,0.3654
001023.png,26.6037,0.8222,0.3506
001024.png,28.0078,0.8995,0.3479
001025.png,27.4548,0.5294,0.664
001026.png,27.495,0.5447,0.638
001027.png,27.2397,0.536,0.6381
001028.png,28.1678,0.9061,0.2984
001029.png,32.5091,0.839,0.481
001030.png,31.293,0.7961,0.5082
001031.png,32.2691,0.8099,0.5244
001032.png,21.3583,0.8121,0.3753
001033.png,23.4859,0.8152,0.3547
001034.png,22.1287,0.8147,0.3473
001035.png,23.8036,0.8232,0.3701
001036.png,29.4425,0.8133,0.5488
001037.png,24.5977,0.7188,0.4797
001038.png,24.8671,0.7146,0.495
001039.png,24.8413,0.733,0.463
001040.png,25.4403,0.8043,0.4556
001041.png,21.097,0.8471,0.2222
001042.png,21.4378,0.8579,0.2199
001043.png,20.9209,0.853,0.226
001044.png,24.8372,0.8179,0.3481
001045.png,31.4724,0.8843,0.3651
001046.png,31.6404,0.8815,0.3607
001047.png,31.7196,0.8849,0.3488
001048.png,25.4951,0.8649,0.2997
001049.png,29.9802,0.7351,0.5324
001050.png,29.2837,0.7097,0.5386
001051.png,30.4786,0.7752,0.5071
001052.png,28.5122,0.8807,0.3328
001053.png,38.323,0.963,0.2759
001054.png,34.7918,0.9281,0.3737
001055.png,38.5893,0.9699,0.2828
001056.png,23.2968,0.7774,0.4259
001057.png,21.5663,0.7345,0.4583
001058.png,22.2409,0.7349,0.4537
001059.png,22.5682,0.7397,0.464
001060.png,29.6899,0.92,0.2766
001061.png,31.9614,0.9302,0.2406
001062.png,32.0555,0.9329,0.2353
001063.png,30.3884,0.9098,0.2682
001064.png,33.909,0.9175,0.3401
001065.png,31.5552,0.7467,0.6098
001066.png,32.0515,0.7585,0.5946
001067.png,32.9887,0.791,0.5754
001068.png,31.337,0.8882,0.3267
001069.png,24.8639,0.8664,0.3181
001070.png,23.9443,0.8676,0.3181
001071.png,23.1378,0.8489,0.3249
001072.png,25.4609,0.8416,0.3564
001073.png,23.1298,0.8259,0.3744
001074.png,23.6222,0.8477,0.352
001075.png,23.18,0.8247,0.3683
001076.png,23.6457,0.7436,0.4608
001077.png,26.6369,0.7512,0.4003
001078.png,26.3799,0.7512,0.4027
001079.png,26.4211,0.7558,0.4094
001080.png,24.5943,0.7743,0.4494
001081.png,35.8125,0.8868,0.525
001082.png,37.039,0.912,0.4947
001083.png,34.2086,0.8436,0.5524
001084.png,34.5714,0.8865,0.1802
001085.png,32.4822,0.8899,0.2997
001086.png,34.3224,0.8132,0.2897
001087.png,34.7428,0.8298,0.2622
001088.png,25.7746,0.8941,0.2978
001089.png,28.7837,0.9246,0.2766
001090.png,29.0287,0.9082,0.3099
001091.png,28.4647,0.9284,0.2591
001092.png,24.7644,0.8733,0.3489
001093.png,37.0334,0.9485,0.3083
001094.png,37.939,0.9563,0.317
001095.png,38.5413,0.9594,0.3288
001096.png,26.1428,0.8317,0.2933
001097.png,25.9137,0.7671,0.2897
001098.png,26.0596,0.7532,0.3023
001099.png,26.5873,0.7694,0.3308
001100.png,22.8976,0.6755,0.475
001101.png,32.8528,0.9437,0.4351
001102.png,26.5075,0.9023,0.4387
001103.png,26.3546,0.8903,0.4821
001104.png,26.0629,0.7147,0.6235
001105.png,27.4586,0.802,0.4042
001106.png,25.7089,0.7796,0.4153
001107.png,25.5604,0.7588,0.4377
001108.png,22.1687,0.7602,0.4131
001109.png,23.2911,0.8488,0.4123
001110.png,22.7212,0.8438,0.4094
001111.png,23.2198,0.8349,0.4193
001112.png,27.3229,0.8012,0.4802
001113.png,31.8117,0.8824,0.3111
001114.png,31.4748,0.8592,0.325
001115.png,31.5894,0.8838,0.3306
001116.png,28.4003,0.9101,0.2343
001117.png,27.8501,0.7077,0.5283
001118.png,29.3212,0.7554,0.4965
001119.png,29.3279,0.7623,0.4864
001120.png,26.0701,0.8286,0.3882
001121.png,25.2198,0.8432,0.3205
001122.png,24.5286,0.8458,0.3181
001123.png,25.3919,0.8505,0.3216
001124.png,34.5431,0.9246,0.248
001125.png,28.0998,0.8587,0.3477
001126.png,28.0705,0.8787,0.3258
001127.png,28.1221,0.8819,0.3223
001128.png,31.5856,0.8946,0.4791
001129.png,31.4148,0.8684,0.3677
001130.png,33.0185,0.906,0.3637
001131.png,31.9454,0.8779,0.37
001132.png,20.0594,0.8115,0.3046
001133.png,20.7556,0.8149,0.3065
001134.png,20.8118,0.8121,0.3235
001135.png,20.7272,0.8034,0.3416
001136.png,27.0818,0.9057,0.2284
001137.png,27.9244,0.8497,0.3219
001138.png,27.5976,0.8344,0.365
001139.png,27.2193,0.8158,0.3682
001140.png,27.0825,0.8134,0.3974
001141.png,28.0673,0.7081,0.5161
001142.png,28.2352,0.7224,0.5271
001143.png,28.506,0.7174,0.5454
001144.png,24.4427,0.8311,0.324
001145.png,25.8519,0.8526,0.2816
001146.png,25.6056,0.8223,0.3299
001147.png,26.2869,0.8525,0.2823
001148.png,25.7057,0.7588,0.3948
001149.png,22.9387,0.8202,0.3445
001150.png,22.8684,0.8201,0.3409
001151.png,22.5647,0.8112,0.344
001152.png,21.5409,0.7877,0.4151
001153.png,25.8311,0.7715,0.4274
001154.png,25.623,0.7031,0.4519
001155.png,26.1775,0.7505,0.4247
001156.png,27.7998,0.8944,0.29
001157.png,28.2245,0.6202,0.5708
001158.png,27.8908,0.6073,0.5756
001159.png,28.259,0.6216,0.5763
001160.png,33.9582,0.8684,0.4545
001161.png,32.0419,0.8426,0.5289
001162.png,31.8041,0.8053,0.5477
001163.png,31.666,0.8153,0.5411
001164.png,28.1025,0.7174,0.4171
001165.png,29.7443,0.8288,0.4123
001166.png,31.1186,0.8679,0.3871
001167.png,30.2163,0.8358,0.3948
001168.png,31.1527,0.8613,0.3154
001169.png,27.3462,0.6558,0.5531
001170.png,27.4107,0.6652,0.5326
001171.png,27.1205,0.6648,0.5331
001172.png,32.7744,0.8918,0.2981
001173.png,30.2086,0.8653,0.3545
001174.png,30.6931,0.8959,0.3195
001175.png,32.0502,0.903,0.2933
001176.png,21.521,0.7917,0.3165
001177.png,24.8442,0.862,0.3484
001178.png,26.4627,0.857,0.339
001179.png,27.1819,0.8666,0.354
001180.png,23.9093,0.8543,0.3354
001181.png,25.0684,0.7391,0.429
001182.png,25.2143,0.7414,0.4236
001183.png,25.0625,0.7388,0.4333
001184.png,24.6238,0.7603,0.4258
001185.png,27.0858,0.874,0.2859
001186.png,27.8029,0.8849,0.2859
001187.png,26.0697,0.8538,0.3205
001188.png,22.2571,0.6542,0.4608
001189.png,22.5379,0.7919,0.3771
001190.png,22.7444,0.8013,0.3914
001191.png,22.4903,0.7977,0.3969
001192.png,31.6285,0.853,0.4143
001193.png,37.2231,0.9432,0.3312
001194.png,35.6899,0.9235,0.3359
001195.png,36.04,0.9191,0.3291
001196.png,34.247,0.9001,0.3668
001197.png,31.9499,0.6933,0.6274
001198.png,29.0842,0.5562,0.6837
001199.png,33.8452,0.7743,0.6056
001200.png,27.8598,0.8542,0.3612
001201.png,29.5282,0.7702,0.4542
001202.png,28.1878,0.7304,0.4675
001203.png,29.8702,0.7707,0.4701
001204.png,24.516,0.8246,0.3132
001205.png,30.8414,0.6465,0.6241
001206.png,32.7256,0.8129,0.6656
001207.png,31.002,0.6513,0.6103
001208.png,20.5285,0.3816,0.7505
001209.png,23.1556,0.7704,0.3762
001210.png,22.852,0.7648,0.3757
001211.png,23.3402,0.7738,0.3715
001212.png,26.1142,0.9048,0.2394
001213.png,20.2794,0.7955,0.334
001214.png,20.6581,0.8049,0.3197
001215.png,20.9717,0.8156,0.299
001216.png,25.6352,0.7781,0.4092
001217.png,27.7826,0.839,0.3732
001218.png,27.2374,0.8285,0.3862
001219.png,27.8037,0.8403,0.3868
001220.png,31.1325,0.6877,0.6158
001221.png,28.0888,0.8811,0.3169
001222.png,28.5887,0.8924,0.3152
001223.png,27.6489,0.878,0.3163
001224.png,18.0572,0.6171,0.461
001225.png,33.9695,0.8967,0.4357
001226.png,34.2353,0.8994,0.4423
001227.png,34.1868,0.9027,0.4443
001228.png,36.0628,0.8822,0.4474
001229.png,28.4997,0.957,0.1705
001230.png,28.6823,0.9603,0.1711
001231.png,28.63,0.9592,0.1764
001232.png,25.3833,0.9327,0.2054
001233.png,32.8501,0.9294,0.332
001234.png,31.5102,0.8876,0.3964
001235.png,34.3707,0.9438,0.2951
001236.png,24.0302,0.7771,0.3407
001237.png,32.3717,0.922,0.2526
001238.png,31.0628,0.9122,0.2623
001239.png,32.0827,0.9142,0.2756
001240.png,26.5915,0.7679,0.3983
001241.png,24.6908,0.7483,0.4208
001242.png,24.3232,0.7933,0.3794
001243.png,24.3619,0.7275,0.4358
001244.png,24.7641,0.866,0.353
001245.png,29.1738,0.8855,0.2742
001246.png,29.7815,0.8766,0.2694
001247.png,29.6925,0.888,0.2771
001248.png,27.1943,0.8972,0.2676
001249.png,28.3088,0.6817,0.5431
001250.png,28.7871,0.6972,0.543
001251.png,27.7219,0.6576,0.5501
001252.png,26.3323,0.7783,0.3959
001253.png,28.9055,0.8228,0.4068
001254.png,27.4056,0.8381,0.3933
001255.png,28.4802,0.7969,0.4802
001256.png,27.8113,0.7239,0.4577
001257.png,32.5215,0.7982,0.6707
001258.png,30.7921,0.8272,0.6325
001259.png,33.8842,0.8827,0.6128
001260.png,20.6515,0.7927,0.2659
001261.png,34.2017,0.928,0.2852
001262.png,34.7557,0.9332,0.2668
001263.png,34.6843,0.9305,0.2778
001264.png,25.1761,0.8252,0.3186
001265.png,34.2224,0.8242,0.4284
001266.png,34.0929,0.8298,0.4401
001267.png,32.7236,0.8634,0.3989
001268.png,34.1014,0.8264,0.4857
001269.png,36.699,0.9356,0.3654
001270.png,36.9572,0.9458,0.3672
001271.png,36.4682,0.9357,0.3743
001272.png,27.222,0.8719,0.29
001273.png,29.2841,0.8858,0.2628
001274.png,28.6857,0.872,0.2527
001275.png,29.151,0.8835,0.2445
001276.png,24.0122,0.8574,0.3067
001277.png,25.8494,0.7833,0.3704
001278.png,26.212,0.7985,0.3539
001279.png,26.0846,0.7902,0.3703
001280.png,20.0439,0.7998,0.397
001281.png,22.3396,0.5588,0.535
001282.png,21.5193,0.5538,0.5458
001283.png,22.4666,0.5527,0.5493
001284.png,28.9399,0.8735,0.3192
001285.png,19.0978,0.3788,0.6609
001286.png,19.4948,0.3513,0.695
001287.png,19.4319,0.3581,0.6879
001288.png,33.949,0.9021,0.384
001289.png,23.4518,0.8006,0.3421
001290.png,23.2624,0.8031,0.3451
001291.png,23.0569,0.801,0.3483
001292.png,25.9351,0.8447,0.3821
001293.png,29.4901,0.7984,0.4284
001294.png,30.6442,0.7986,0.4496
001295.png,30.4031,0.8023,0.4255
001296.png,29.7404,0.8544,0.3768
001297.png,30.6586,0.832,0.4431
001298.png,31.9316,0.873,0.381
001299.png,29.0191,0.783,0.4956
001300.png,32.4252,0.8252,0.5088
001301.png,33.5565,0.7827,0.5759
001302.png,32.1937,0.7383,0.5889
001303.png,30.7241,0.6731,0.6058
001304.png,24.8569,0.626,0.5263
001305.png,22.5364,0.5625,0.5058
001306.png,22.2351,0.5751,0.4942
001307.png,22.716,0.5349,0.5097
001308.png,24.6125,0.8855,0.2632
001309.png,25.2592,0.8634,0.259
001310.png,25.5414,0.8614,0.275
001311.png,25.316,0.8566,0.2681
001312.png,16.8094,0.6136,0.4187
001313.png,19.1722,0.7121,0.4238
001314.png,19.1182,0.7096,0.4079
001315.png,19.1826,0.7131,0.4165
001316.png,27.0932,0.7376,0.4844
001317.png,29.2043,0.8536,0.3483
001318.png,29.0049,0.8361,0.3615
001319.png,28.4677,0.8821,0.3006
001320.png,33.9276,0.7771,0.4884
001321.png,35.729,0.7425,0.3092
001322.png,35.136,0.7443,0.3182
001323.png,39.9072,0.6898,0.2534
001324.png,32.7847,0.7312,0.5921
001325.png,24.5946,0.8564,0.2917
001326.png,23.7315,0.8381,0.3218
001327.png,23.9597,0.8388,0.3103
001328.png,31.6645,0.8773,0.3991
001329.png,35.6608,0.8674,0.349
001330.png,34.5514,0.8698,0.334
001331.png,34.0672,0.8595,0.3333
001332.png,22.3385,0.7888,0.3351
001333.png,21.2756,0.4999,0.5494
001334.png,21.0287,0.5048,0.5319
001335.png,21.5182,0.4771,0.5749
001336.png,27.9965,0.7416,0.4304
001337.png,26.937,0.7991,0.4247
001338.png,27.3368,0.8042,0.4242
001339.png,25.961,0.7635,0.4339
001340.png,30.0754,0.8592,0.3796
001341.png,33.2381,0.8472,0.5037
001342.png,35.5365,0.8998,0.4665
001343.png,36.1903,0.9106,0.4561
001344.png,24.2953,0.7135,0.4208
001345.png,22.4371,0.5634,0.5353
001346.png,22.9865,0.561,0.5712
001347.png,23.7528,0.5972,0.5656
001348.png,31.7908,0.9353,0.2742
001349.png,34.8659,0.8733,0.5468
001350.png,31.4301,0.6862,0.6488
001351.png,33.2287,0.7925,0.5836
001352.png,23.0247,0.7253,0.3904
001353.png,30.9732,0.7837,0.5159
001354.png,30.0409,0.769,0.5595
001355.png,30.2023,0.7676,0.5337
001356.png,22.993,0.7511,0.4605
001357.png,24.9816,0.6413,0.3969
001358.png,25.0303,0.6401,0.3961
001359.png,24.8012,0.6135,0.4278
001360.png,21.7388,0.6844,0.5133
001361.png,22.8562,0.3684,0.7055
001362.png,23.4843,0.3626,0.7363
001363.png,23.8766,0.3685,0.748
001364.png,22.8469,0.8208,0.3168
001365.png,25.1232,0.6858,0.5828
001366.png,22.7828,0.7716,0.4913
001367.png,24.2853,0.8266,0.4889
001368.png,34.7664,0.8664,0.4491
001369.png,22.9865,0.7754,0.3976
001370.png,21.8745,0.7319,0.3994
001371.png,23.2955,0.7677,0.4003
001372.png,27.5316,0.8295,0.3452
001373.png,28.2086,0.8929,0.3022
001374.png,27.3152,0.8894,0.3212
001375.png,27.4645,0.8933,0.3145
001376.png,28.1095,0.9034,0.3107
001377.png,25.975,0.7602,0.4339
001378.png,26.3943,0.7593,0.434
001379.png,26.3393,0.7765,0.4164
001380.png,25.8639,0.8335,0.4463
001381.png,24.0937,0.8214,0.2986
001382.png,24.2513,0.825,0.3013
001383.png,23.8684,0.8138,0.3092
001384.png,17.6283,0.6863,0.3538
001385.png,18.5653,0.8355,0.2904
001386.png,18.832,0.8426,0.2566
001387.png,18.7268,0.8385,0.2646
001388.png,21.5693,0.7286,0.4212
001389.png,30.8655,0.723,0.588
001390.png,32.6002,0.7761,0.5576
001391.png,31.63,0.7437,0.5791
001392.png,29.7255,0.8113,0.4267
001393.png,29.3736,0.7779,0.5113
001394.png,30.2997,0.8003,0.5002
001395.png,28.9033,0.7683,0.5166
001396.png,26.331,0.7967,0.3951
001397.png,24.869,0.6085,0.5302
001398.png,24.7709,0.6122,0.5316
001399.png,24.5709,0.6001,0.5316
001400.png,30.2757,0.8855,0.3419
001401.png,33.8634,0.9059,0.3457
001402.png,34.0305,0.8963,0.3664
001403.png,32.8731,0.858,0.3882
001404.png,23.4833,0.6258,0.4803
001405.png,36.1733,0.8947,0.4982
001406.png,35.3631,0.9311,0.4884
001407.png,36.831,0.8945,0.4988
001408.png,32.4485,0.926,0.36
001409.png,35.7147,0.9161,0.346
001410.png,35.7352,0.9163,0.3377
001411.png,35.3278,0.9194,0.3203
001412.png,21.7307,0.8002,0.358
